element,wavelength,intensity,persistence,type
Carbon,1656.92,400,1,Nonmetals
Carbon,1657.00,1000,1,Nonmetals
Carbon,1657.37,400,1,Nonmetals
Carbon,1657.90,400,1,Nonmetals
Carbon,1658.12,500,1,Nonmetals
Carbon,1751.82,500,1,Nonmetals
Carbon,1930.90,1000,1,Nonmetals
Mercury,,20,0,Transition Metals
Mercury,,12,0,Transition Metals
Mercury,,20,0,Transition Metals
Mercury,,25,0,Transition Metals
Mercury,,25,0,Transition Metals
Mercury,1039.6315,20,0,Transition Metals
Mercury,1062.7802,20,0,Transition Metals
Mercury,1649.9373,1000,1,Transition Metals
Mercury,1849.499,1000,1,Transition Metals
Mercury,1942.273,1000,1,Transition Metals
Mercury,1973.794,15,0,Transition Metals
Mercury,1987.841,10,0,Transition Metals
Mercury,,20,0,Transition Metals
Mercury,,12,0,Transition Metals
Mercury,,20,0,Transition Metals
Mercury,,25,0,Transition Metals
Mercury,,25,0,Transition Metals
Mercury,1039.6315,20,0,Transition Metals
Mercury,1062.7802,20,0,Transition Metals
Mercury,1649.9373,1000,1,Transition Metals
Mercury,1849.499,1000,1,Transition Metals
Mercury,1942.273,1000,1,Transition Metals
Mercury,1973.794,15,0,Transition Metals
Mercury,1987.841,10,0,Transition Metals
Cesium,,20,0,Alkali Metals
Cesium,,150,0,Alkali Metals
Cesium,,150,1,Alkali Metals
Cesium,,150,1,Alkali Metals
Cesium,,400,1,Alkali Metals
Cesium,,400,1,Alkali Metals
Cesium,1840.50,1,0,Alkali Metals
Cesium,1859.16,1,0,Alkali Metals
Cesium,1883.93,1,0,Alkali Metals
Cesium,1935.19,1,0,Alkali Metals
Cesium,,20,0,Alkali Metals
Cesium,,150,0,Alkali Metals
Cesium,,150,1,Alkali Metals
Cesium,,150,1,Alkali Metals
Cesium,,400,1,Alkali Metals
Cesium,,400,1,Alkali Metals
Cesium,1840.50,1,0,Alkali Metals
Cesium,1859.16,1,0,Alkali Metals
Cesium,1883.93,1,0,Alkali Metals
Cesium,1935.19,1,0,Alkali Metals
Tellurium,,40,0,Metalloids
Tellurium,1059.51,40,0,Metalloids
Tellurium,1077.66,40,1,Metalloids
Tellurium,1174.34,50,1,Metalloids
Tellurium,1175.79,60,1,Metalloids
Tellurium,1208.54,40,0,Metalloids
Tellurium,1220.98,40,0,Metalloids
Tellurium,1253.62,40,0,Metalloids
Tellurium,1270.52,40,0,Metalloids
Tellurium,1324.92,50,1,Metalloids
Tellurium,1363.24,40,0,Metalloids
Tellurium,1374.80,50,0,Metalloids
Tellurium,1608.41,50,0,Metalloids
Tellurium,1613.15,50,0,Metalloids
Tellurium,1822.155,500,1,Metalloids
Tellurium,1857.296,500,1,Metalloids
Tellurium,1994.839,500,1,Metalloids
Tellurium,,40,0,Metalloids
Tellurium,1059.51,40,0,Metalloids
Tellurium,1077.66,40,1,Metalloids
Tellurium,1174.34,50,1,Metalloids
Tellurium,1175.79,60,1,Metalloids
Tellurium,1208.54,40,0,Metalloids
Tellurium,1220.98,40,0,Metalloids
Tellurium,1253.62,40,0,Metalloids
Tellurium,1270.52,40,0,Metalloids
Tellurium,1324.92,50,1,Metalloids
Tellurium,1363.24,40,0,Metalloids
Tellurium,1374.80,50,0,Metalloids
Tellurium,1608.41,50,0,Metalloids
Tellurium,1613.15,50,0,Metalloids
Tellurium,1822.155,500,1,Metalloids
Tellurium,1857.296,500,1,Metalloids
Tellurium,1994.839,500,1,Metalloids
Chlorine,,600,0,
Chlorine,,600,0,
Chlorine,,600,0,
Chlorine,,700,1,
Chlorine,,900,1,
Chlorine,,800,1,
Chlorine,,600,1,
Chlorine,1063.831,700,1,
Chlorine,1067.945,300,1,
Chlorine,1071.036,1000,1,
Chlorine,1071.767,700,1,
Chlorine,1075.230,600,1,
Chlorine,1079.080,600,1,
Chlorine,1179.293,150,0,
Chlorine,1335.726,300,1,
Chlorine,1347.240,1000,1,
Chlorine,1351.657,500,1,
Chlorine,1363.447,500,1,
Chlorine,1373.116,120,0,
Chlorine,1379.528,500,1,
Chlorine,1389.693,500,1,
Chlorine,1389.957,500,1,
Chlorine,1396.527,500,1,
Chlorine,,600,0,
Chlorine,,600,0,
Chlorine,,600,0,
Chlorine,,700,1,
Chlorine,,900,1,
Chlorine,,800,1,
Chlorine,,600,1,
Chlorine,1063.831,700,1,
Chlorine,1067.945,300,1,
Chlorine,1071.036,1000,1,
Chlorine,1071.767,700,1,
Chlorine,1075.230,600,1,
Chlorine,1079.080,600,1,
Chlorine,1179.293,150,0,
Chlorine,1335.726,300,1,
Chlorine,1347.240,1000,1,
Chlorine,1351.657,500,1,
Chlorine,1363.447,500,1,
Chlorine,1373.116,120,0,
Chlorine,1379.528,500,1,
Chlorine,1389.693,500,1,
Chlorine,1389.957,500,1,
Chlorine,1396.527,500,1,
Neon,,90,1,Noble Gases
Neon,,60,1,Noble Gases
Neon,,90,0,Noble Gases
Neon,,60,0,Noble Gases
Neon,,150,0,Noble Gases
Neon,,120,0,Noble Gases
Neon,,200,1,Noble Gases
Neon,,300,1,Noble Gases
Neon,,250,1,Noble Gases
Neon,,200,0,Noble Gases
Neon,,150,0,Noble Gases
Neon,,200,0,Noble Gases
Neon,,10,0,Noble Gases
Neon,,120,0,Noble Gases
Neon,,90,0,Noble Gases
Neon,,1000,1,Noble Gases
Neon,,500,1,Noble Gases
Neon,,30,0,Noble Gases
Neon,,30,0,Noble Gases
Neon,,30,0,Noble Gases
Neon,,70,0,Noble Gases
Neon,,100,0,Noble Gases
Neon,,70,0,Noble Gases
Neon,,30,0,Noble Gases
Neon,,70,0,Noble Gases
Neon,,130,0,Noble Gases
Neon,,170,1,Noble Gases
Neon,,170,1,Noble Gases
Neon,,130,1,Noble Gases
Neon,,200,1,Noble Gases
Neon,,200,1,Noble Gases
Neon,,1000,1,Noble Gases
Neon,,400,1,Noble Gases
Neon,,60,0,Noble Gases
Neon,1068.6488,70,0,Noble Gases
Neon,1131.7224,90,0,Noble Gases
Neon,1131.8490,100,0,Noble Gases
Neon,1229.8367,90,0,Noble Gases
Neon,1418.3779,90,0,Noble Gases
Neon,1428.5822,90,0,Noble Gases
Neon,1436.0813,90,0,Noble Gases
Neon,1681.6840,120,0,Noble Gases
Neon,1688.3553,200,0,Noble Gases
Neon,1888.1064,100,0,Noble Gases
Neon,1889.7120,100,0,Noble Gases
Neon,1907.4940,200,0,Noble Gases
Neon,1916.0818,500,1,Noble Gases
Neon,1930.0345,300,1,Noble Gases
Neon,1938.8269,200,0,Noble Gases
Neon,1945.4521,100,0,Noble Gases
Neon,,90,1,Noble Gases
Neon,,60,1,Noble Gases
Neon,,90,0,Noble Gases
Neon,,60,0,Noble Gases
Neon,,150,0,Noble Gases
Neon,,120,0,Noble Gases
Neon,,200,1,Noble Gases
Neon,,300,1,Noble Gases
Neon,,250,1,Noble Gases
Neon,,200,0,Noble Gases
Neon,,150,0,Noble Gases
Neon,,200,0,Noble Gases
Neon,,10,0,Noble Gases
Neon,,120,0,Noble Gases
Neon,,90,0,Noble Gases
Neon,,1000,1,Noble Gases
Neon,,500,1,Noble Gases
Neon,,30,0,Noble Gases
Neon,,30,0,Noble Gases
Neon,,30,0,Noble Gases
Neon,,70,0,Noble Gases
Neon,,100,0,Noble Gases
Neon,,70,0,Noble Gases
Neon,,30,0,Noble Gases
Neon,,70,0,Noble Gases
Neon,,130,0,Noble Gases
Neon,,170,1,Noble Gases
Neon,,170,1,Noble Gases
Neon,,130,1,Noble Gases
Neon,,200,1,Noble Gases
Neon,,200,1,Noble Gases
Neon,,1000,1,Noble Gases
Neon,,400,1,Noble Gases
Neon,,60,0,Noble Gases
Neon,1068.6488,70,0,Noble Gases
Neon,1131.7224,90,0,Noble Gases
Neon,1131.8490,100,0,Noble Gases
Neon,1229.8367,90,0,Noble Gases
Neon,1418.3779,90,0,Noble Gases
Neon,1428.5822,90,0,Noble Gases
Neon,1436.0813,90,0,Noble Gases
Neon,1681.6840,120,0,Noble Gases
Neon,1688.3553,200,0,Noble Gases
Neon,1888.1064,100,0,Noble Gases
Neon,1889.7120,100,0,Noble Gases
Neon,1907.4940,200,0,Noble Gases
Neon,1916.0818,500,1,Noble Gases
Neon,1930.0345,300,1,Noble Gases
Neon,1938.8269,200,0,Noble Gases
Neon,1945.4521,100,0,Noble Gases
Chromium,1220.165,90,0,Transition Metals
Chromium,1247.554,150,0,Transition Metals
Chromium,1426.208,1000,1,Transition Metals
Chromium,1431.323,800,1,Transition Metals
Chromium,1431.865,600,1,Transition Metals
Chromium,1432.056,600,1,Transition Metals
Chromium,1433.004,500,1,Transition Metals
Chromium,1434.808,600,1,Transition Metals
Chromium,1435.207,400,1,Transition Metals
Chromium,1435.582,350,1,Transition Metals
Chromium,1448.428,300,0,Transition Metals
Chromium,1669.876,170,0,Transition Metals
Chromium,1672.738,150,0,Transition Metals
Chromium,1676.152,200,0,Transition Metals
Chromium,1752.585,180,0,Transition Metals
Chromium,1760.747,180,0,Transition Metals
Chromium,1767.457,150,0,Transition Metals
Chromium,1220.165,90,0,Transition Metals
Chromium,1247.554,150,0,Transition Metals
Chromium,1426.208,1000,1,Transition Metals
Chromium,1431.323,800,1,Transition Metals
Chromium,1431.865,600,1,Transition Metals
Chromium,1432.056,600,1,Transition Metals
Chromium,1433.004,500,1,Transition Metals
Chromium,1434.808,600,1,Transition Metals
Chromium,1435.207,400,1,Transition Metals
Chromium,1435.582,350,1,Transition Metals
Chromium,1448.428,300,0,Transition Metals
Chromium,1669.876,170,0,Transition Metals
Chromium,1672.738,150,0,Transition Metals
Chromium,1676.152,200,0,Transition Metals
Chromium,1752.585,180,0,Transition Metals
Chromium,1760.747,180,0,Transition Metals
Chromium,1767.457,150,0,Transition Metals
Thallium,,500,0,Post-transition Metals
Thallium,,300,0,Post-transition Metals
Thallium,1162.55,500,0,Post-transition Metals
Thallium,1307.50,500,0,Post-transition Metals
Thallium,1321.644,800,1,Post-transition Metals
Thallium,1561.58,500,0,Post-transition Metals
Thallium,1792.827,300,1,Post-transition Metals
Thallium,1814.776,400,1,Post-transition Metals
Thallium,1881.121,700,0,Post-transition Metals
Thallium,1908.617,800,1,Post-transition Metals
Thallium,,500,0,Post-transition Metals
Thallium,,300,0,Post-transition Metals
Thallium,1162.55,500,0,Post-transition Metals
Thallium,1307.50,500,0,Post-transition Metals
Thallium,1321.644,800,1,Post-transition Metals
Thallium,1561.58,500,0,Post-transition Metals
Thallium,1792.827,300,1,Post-transition Metals
Thallium,1814.776,400,1,Post-transition Metals
Thallium,1881.121,700,0,Post-transition Metals
Thallium,1908.617,800,1,Post-transition Metals
Cobalt,1970.769,140,0,Transition Metals
Cobalt,1970.769,140,0,Transition Metals
Nickel,1741.547,150,1,Transition Metals
Nickel,1741.547,150,1,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,500,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,500,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,1036.470,400,0,Transition Metals
Copper,1039.348,400,0,Transition Metals
Copper,1039.582,400,0,Transition Metals
Copper,1044.519,500,0,Transition Metals
Copper,1044.744,500,0,Transition Metals
Copper,1054.690,400,0,Transition Metals
Copper,1056.955,400,0,Transition Metals
Copper,1059.096,400,0,Transition Metals
Copper,1060.634,400,0,Transition Metals
Copper,1063.005,400,0,Transition Metals
Copper,1358.773,200,1,Transition Metals
Copper,1367.951,150,1,Transition Metals
Copper,1488.637,500,0,Transition Metals
Copper,1519.837,400,0,Transition Metals
Copper,1541.703,500,0,Transition Metals
Copper,1593.556,400,0,Transition Metals
Copper,1621.426,400,0,Transition Metals
Copper,1979.956,300,1,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,500,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,500,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,,400,0,Transition Metals
Copper,1036.470,400,0,Transition Metals
Copper,1039.348,400,0,Transition Metals
Copper,1039.582,400,0,Transition Metals
Copper,1044.519,500,0,Transition Metals
Copper,1044.744,500,0,Transition Metals
Copper,1054.690,400,0,Transition Metals
Copper,1056.955,400,0,Transition Metals
Copper,1059.096,400,0,Transition Metals
Copper,1060.634,400,0,Transition Metals
Copper,1063.005,400,0,Transition Metals
Copper,1358.773,200,1,Transition Metals
Copper,1367.951,150,1,Transition Metals
Copper,1488.637,500,0,Transition Metals
Copper,1519.837,400,0,Transition Metals
Copper,1541.703,500,0,Transition Metals
Copper,1593.556,400,0,Transition Metals
Copper,1621.426,400,0,Transition Metals
Copper,1979.956,300,1,Transition Metals
Nitrogen,,200,1,Nonmetals
Nitrogen,,600,1,Nonmetals
Nitrogen,,1000,1,Nonmetals
Nitrogen,,80,0,Nonmetals
Nitrogen,,200,1,Nonmetals
Nitrogen,,50,1,Nonmetals
Nitrogen,,50,1,Nonmetals
Nitrogen,,60,1,Nonmetals
Nitrogen,,200,1,Nonmetals
Nitrogen,1083.99,25,1,Nonmetals
Nitrogen,1084.58,60,1,Nonmetals
Nitrogen,1085.55,15,1,Nonmetals
Nitrogen,1085.71,100,1,Nonmetals
Nitrogen,1134.16,90,0,Nonmetals
Nitrogen,1134.41,90,0,Nonmetals
Nitrogen,1199.55,1000,1,Nonmetals
Nitrogen,1200.22,700,1,Nonmetals
Nitrogen,1200.71,300,1,Nonmetals
Nitrogen,1243.17,250,1,Nonmetals
Nitrogen,1411.9,90,0,Nonmetals
Nitrogen,1492.62,250,1,Nonmetals
Nitrogen,1492.82,120,0,Nonmetals
Nitrogen,1494.67,150,0,Nonmetals
Nitrogen,1742.72,200,1,Nonmetals
Nitrogen,1745.25,150,0,Nonmetals
Nitrogen,,200,1,Nonmetals
Nitrogen,,600,1,Nonmetals
Nitrogen,,1000,1,Nonmetals
Nitrogen,,80,0,Nonmetals
Nitrogen,,200,1,Nonmetals
Nitrogen,,50,1,Nonmetals
Nitrogen,,50,1,Nonmetals
Nitrogen,,60,1,Nonmetals
Nitrogen,,200,1,Nonmetals
Nitrogen,1083.99,25,1,Nonmetals
Nitrogen,1084.58,60,1,Nonmetals
Nitrogen,1085.55,15,1,Nonmetals
Nitrogen,1085.71,100,1,Nonmetals
Nitrogen,1134.16,90,0,Nonmetals
Nitrogen,1134.41,90,0,Nonmetals
Nitrogen,1199.55,1000,1,Nonmetals
Nitrogen,1200.22,700,1,Nonmetals
Nitrogen,1200.71,300,1,Nonmetals
Nitrogen,1243.17,250,1,Nonmetals
Nitrogen,1411.9,90,0,Nonmetals
Nitrogen,1492.62,250,1,Nonmetals
Nitrogen,1492.82,120,0,Nonmetals
Nitrogen,1494.67,150,0,Nonmetals
Nitrogen,1742.72,200,1,Nonmetals
Nitrogen,1745.25,150,0,Nonmetals
Tin,1223.721,600,0,Post-transition Metals
Tin,1242.926,500,0,Post-transition Metals
Tin,1290.880,1000,0,Post-transition Metals
Tin,1316.576,1000,0,Post-transition Metals
Tin,1400.440,1000,1,Post-transition Metals
Tin,1474.997,1000,1,Post-transition Metals
Tin,1811.201,300,0,Post-transition Metals
Tin,1860.330,140,0,Post-transition Metals
Tin,1899.881,300,1,Post-transition Metals
Tin,1223.721,600,0,Post-transition Metals
Tin,1242.926,500,0,Post-transition Metals
Tin,1290.880,1000,0,Post-transition Metals
Tin,1316.576,1000,0,Post-transition Metals
Tin,1400.440,1000,1,Post-transition Metals
Tin,1474.997,1000,1,Post-transition Metals
Tin,1811.201,300,0,Post-transition Metals
Tin,1860.330,140,0,Post-transition Metals
Tin,1899.881,300,1,Post-transition Metals
Oxygen,,400,1,Nonmetals
Oxygen,,700,1,Nonmetals
Oxygen,,1000,1,Nonmetals
Oxygen,,800,1,Nonmetals
Oxygen,,1000,1,Nonmetals
Oxygen,,600,1,Nonmetals
Oxygen,,800,1,Nonmetals
Oxygen,,700,1,Nonmetals
Oxygen,,500,1,Nonmetals
Oxygen,,800,1,Nonmetals
Oxygen,,500,1,Nonmetals
Oxygen,,250,0,Nonmetals
Oxygen,,250,0,Nonmetals
Oxygen,,250,1,Nonmetals
Oxygen,,400,1,Nonmetals
Oxygen,,500,1,Nonmetals
Oxygen,,50,0,Nonmetals
Oxygen,1025.76,80,0,Nonmetals
Oxygen,1039.23,50,0,Nonmetals
Oxygen,1302.16,1000,1,Nonmetals
Oxygen,1304.85,700,1,Nonmetals
Oxygen,1306.02,300,1,Nonmetals
Oxygen,,400,1,Nonmetals
Oxygen,,700,1,Nonmetals
Oxygen,,1000,1,Nonmetals
Oxygen,,800,1,Nonmetals
Oxygen,,1000,1,Nonmetals
Oxygen,,600,1,Nonmetals
Oxygen,,800,1,Nonmetals
Oxygen,,700,1,Nonmetals
Oxygen,,500,1,Nonmetals
Oxygen,,800,1,Nonmetals
Oxygen,,500,1,Nonmetals
Oxygen,,250,0,Nonmetals
Oxygen,,250,0,Nonmetals
Oxygen,,250,1,Nonmetals
Oxygen,,400,1,Nonmetals
Oxygen,,500,1,Nonmetals
Oxygen,,50,0,Nonmetals
Oxygen,1025.76,80,0,Nonmetals
Oxygen,1039.23,50,0,Nonmetals
Oxygen,1302.16,1000,1,Nonmetals
Oxygen,1304.85,700,1,Nonmetals
Oxygen,1306.02,300,1,Nonmetals
Tungsten,1951.05,1000,1,Transition Metals
Tungsten,1962.14,900,1,Transition Metals
Tungsten,1977.52,600,0,Transition Metals
Tungsten,1982.90,600,0,Transition Metals
Tungsten,1989.39,900,1,Transition Metals
Tungsten,1990.86,500,0,Transition Metals
Tungsten,1951.05,1000,1,Transition Metals
Tungsten,1962.14,900,1,Transition Metals
Tungsten,1977.52,600,0,Transition Metals
Tungsten,1982.90,600,0,Transition Metals
Tungsten,1989.39,900,1,Transition Metals
Tungsten,1990.86,500,0,Transition Metals
Palladium,1162.1700,600,1,Transition Metals
Palladium,1183.4003,700,1,Transition Metals
Palladium,1196.4051,1000,1,Transition Metals
Palladium,1203.9645,800,1,Transition Metals
Palladium,1214.5242,600,0,Transition Metals
Palladium,1218.6219,700,1,Transition Metals
Palladium,1225.2684,600,0,Transition Metals
Palladium,1235.1957,600,0,Transition Metals
Palladium,1237.0677,700,1,Transition Metals
Palladium,1320.0229,800,1,Transition Metals
Palladium,1363.6892,700,1,Transition Metals
Palladium,1365.5430,600,0,Transition Metals
Palladium,1367.7039,800,1,Transition Metals
Palladium,1374.8481,900,1,Transition Metals
Palladium,1162.1700,600,1,Transition Metals
Palladium,1183.4003,700,1,Transition Metals
Palladium,1196.4051,1000,1,Transition Metals
Palladium,1203.9645,800,1,Transition Metals
Palladium,1214.5242,600,0,Transition Metals
Palladium,1218.6219,700,1,Transition Metals
Palladium,1225.2684,600,0,Transition Metals
Palladium,1235.1957,600,0,Transition Metals
Palladium,1237.0677,700,1,Transition Metals
Palladium,1320.0229,800,1,Transition Metals
Palladium,1363.6892,700,1,Transition Metals
Palladium,1365.5430,600,0,Transition Metals
Palladium,1367.7039,800,1,Transition Metals
Palladium,1374.8481,900,1,Transition Metals
Phosphorus,1310.70,200,1,Nonmetals
Phosphorus,1532.53,80,1,Nonmetals
Phosphorus,1535.91,130,1,Nonmetals
Phosphorus,1536.41,80,1,Nonmetals
Phosphorus,1542.29,130,1,Nonmetals
Phosphorus,1674.59,800,1,Nonmetals
Phosphorus,1679.69,1000,1,Nonmetals
Phosphorus,1774.95,1000,1,Nonmetals
Phosphorus,1782.83,800,1,Nonmetals
Phosphorus,1787.65,700,1,Nonmetals
Phosphorus,1858.88,600,0,Nonmetals
Phosphorus,1859.39,400,0,Nonmetals
Phosphorus,1310.70,200,1,Nonmetals
Phosphorus,1532.53,80,1,Nonmetals
Phosphorus,1535.91,130,1,Nonmetals
Phosphorus,1536.41,80,1,Nonmetals
Phosphorus,1542.29,130,1,Nonmetals
Phosphorus,1674.59,800,1,Nonmetals
Phosphorus,1679.69,1000,1,Nonmetals
Phosphorus,1774.95,1000,1,Nonmetals
Phosphorus,1782.83,800,1,Nonmetals
Phosphorus,1787.65,700,1,Nonmetals
Phosphorus,1858.88,600,0,Nonmetals
Phosphorus,1859.39,400,0,Nonmetals
Fluorine,,900,1,
Fluorine,,900,1,
Fluorine,,800,1,
Fluorine,,1000,1,
Fluorine,,700,1,
Fluorine,,800,1,
Fluorine,,900,1,
Fluorine,,500,1,
Fluorine,,1000,1,
Fluorine,,800,1,
Fluorine,,500,1,
Fluorine,,400,0,
Fluorine,,100,0,
Fluorine,,100,0,
Fluorine,,900,1,
Fluorine,,900,1,
Fluorine,,800,1,
Fluorine,,1000,1,
Fluorine,,700,1,
Fluorine,,800,1,
Fluorine,,900,1,
Fluorine,,500,1,
Fluorine,,1000,1,
Fluorine,,800,1,
Fluorine,,500,1,
Fluorine,,400,0,
Fluorine,,100,0,
Fluorine,,100,0,
Platinum,1164.4184,30,0,Transition Metals
Platinum,1166.8635,30,0,Transition Metals
